InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,22-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,2,31.98,15.99,23-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,28-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,02-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,06-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,09-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,4,63.96,15.99,12-01-2024,750,2,0.45,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,3,47.97,15.99,14-01-2024,750,2,0.34,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,15-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,4,63.96,15.99,16-01-2024,750,2,0.45,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,1,15.99,15.99,19-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,6,95.94,15.99,22-01-2024,750,2,0.68,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,1,15.99,15.99,29-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,02-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,04-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,07-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,10,139.9,13.99,09-01-2024,750,2,1.12,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,16-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,19-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,4,55.96,13.99,22-01-2024,750,2,0.45,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,2,27.98,13.99,23-01-2024,750,2,0.22,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,29-01-2024,750,2,0.11,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_1024,1,1024,Hennessey VS +VSOP 50mL,750mL,36,1007.64,27.99,13-01-2024,750,1,28.35,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,2,13.98,6.99,08-01-2024,750,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,1,6.99,6.99,13-01-2024,750,2,0.11,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,2,13.98,6.99,26-01-2024,750,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,59.98,29.99,02-01-2024,750,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,1,29.99,29.99,10-01-2024,750,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,6,179.94,29.99,13-01-2024,750,2,0.68,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,59.98,29.99,16-01-2024,750,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,1,29.99,29.99,17-01-2024,750,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,09-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,10-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,15-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,16-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,22-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,2,33.98,16.99,23-01-2024,750,2,0.22,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,24-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,26-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,29-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,30-01-2024,750,2,0.11,9552,M S WALKER INC             
1_HARDERSFIELD_1029,1,1029,Fulton's Harvest Apple Pie L,750mL,1,9.99,9.99,03-01-2024,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.99,15.99,07-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.99,15.99,08-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,2,31.98,15.99,16-01-2024,750,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,3,47.97,15.99,23-01-2024,750,2,0.34,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,2,31.98,15.99,29-01-2024,750,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_1031,1,1031,Avion Tasting Flight 3/375mL,375mL 3 Pk,1,44.99,44.99,09-01-2024,375,1,0.39,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1033,1,1033,Chivas Regal w/ 2 Glasses,750mL,1,29.99,29.99,02-01-2024,750,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1033,1,1033,Chivas Regal w/ 2 Glasses,750mL,1,29.99,29.99,03-01-2024,750,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,2,21.98,10.99,07-01-2024,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,1,10.99,10.99,09-01-2024,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,1,10.99,10.99,10-01-2024,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,2,79.98,39.99,04-01-2024,200,1,0.42,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,1,39.99,39.99,08-01-2024,200,1,0.21,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,1,39.99,39.99,22-01-2024,200,1,0.21,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,1,39.99,39.99,23-01-2024,200,1,0.21,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1037,1,1037,JP Wiser's Rye w/ 2 Glasses,750mL,1,21.99,21.99,23-01-2024,750,1,0.79,17035,PERNOD RICARD USA          
1_HARDERSFIELD_1039,1,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,18-01-2024,750,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_1039,1,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,26-01-2024,750,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_1039,1,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,30-01-2024,750,1,0.79,7245,PROXIMO SPIRITS INC.       
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,06-01-2024,750,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,07-01-2024,750,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,15-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,21-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,22-01-2024,750,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,23-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,27-01-2024,750,2,0.11,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,29-01-2024,750,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,03-01-2024,1500,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,07-01-2024,1500,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,09-01-2024,1500,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,10-01-2024,1500,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,13-01-2024,1500,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,15-01-2024,1500,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,18-01-2024,1500,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,24-01-2024,1500,2,0.22,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,26-01-2024,1500,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,27-01-2024,1500,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,28-01-2024,1500,2,0.45,3252,E & J GALLO WINERY         
1_HARDERSFIELD_10441,1,10441,Charles Smith Boom Boom Syra,750mL,4,75.96,18.99,08-01-2024,750,2,0.45,10754,PERFECTA WINES             
1_HARDERSFIELD_10441,1,10441,Charles Smith Boom Boom Syra,750mL,6,113.94,18.99,18-01-2024,750,2,0.68,10754,PERFECTA WINES             
1_HARDERSFIELD_10441,1,10441,Charles Smith Boom Boom Syra,750mL,2,37.98,18.99,20-01-2024,750,2,0.22,10754,PERFECTA WINES             
1_HARDERSFIELD_10443,1,10443,Charles Smith Kung Fu Girl R,750mL,1,11.99,11.99,02-01-2024,750,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10443,1,10443,Charles Smith Kung Fu Girl R,750mL,1,13.99,13.99,29-01-2024,750,2,0.11,10754,PERFECTA WINES             
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,3,29.97,9.99,02-01-2024,750,2,0.34,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,06-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,07-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,7,69.93,9.99,09-01-2024,750,2,0.79,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,12,119.88,9.99,10-01-2024,750,2,1.35,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,18-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,12,119.88,9.99,21-01-2024,750,2,1.35,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,22-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,2,19.98,9.99,23-01-2024,750,2,0.22,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,27-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,2,19.98,9.99,06-01-2024,750,2,0.22,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,12,119.88,9.99,08-01-2024,750,2,1.35,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,14-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,17-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,20-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,22-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,25-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,27-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,31-01-2024,750,2,0.11,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10469,1,10469,Easton Svgn Bl Sierra Foothl,750mL,2,35.98,17.99,27-01-2024,750,2,0.22,90024,VINILANDIA USA             
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,09-01-2024,750,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,15-01-2024,750,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,16-01-2024,750,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,25-01-2024,750,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,27-01-2024,750,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,30-01-2024,750,2,0.11,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,3,38.97,12.99,31-01-2024,750,2,0.34,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_1051,1,1051,Woodford Reserve MC 1838,750mL,1,99.99,99.99,04-01-2024,750,1,0.79,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_1051,1,1051,Woodford Reserve MC 1838,750mL,1,99.99,99.99,23-01-2024,750,1,0.79,1128,BROWN-FORMAN CORP          
1_HARDERSFIELD_10579,1,10579,High Note Malbec Mendoza,750mL,2,21.98,10.99,20-01-2024,750,2,0.22,7153,PINE STATE TRADING CO      
1_HARDERSFIELD_10596,1,10596,Almaden Mt Rhine Calif B/B,5L,2,29.98,14.99,01-01-2024,5000,2,1.5,9815,WINE GROUP INC             
1_HARDERSFIELD_10596,1,10596,Almaden Mt Rhine Calif B/B,5L,1,16.99,16.99,04-01-2024,5000,2,0.75,9815,WINE GROUP INC             
1_HARDERSFIELD_10596,1,10596,Almaden Mt Rhine Calif B/B,5L,2,33.98,16.99,08-01-2024,5000,2,1.5,9815,WINE GROUP INC             
1_HARDERSFIELD_10596,1,10596,Almaden Mt Rhine Calif B/B,5L,1,16.99,16.99,21-01-2024,5000,2,0.75,9815,WINE GROUP INC             
1_HARDERSFIELD_10596,1,10596,Almaden Mt Rhine Calif B/B,5L,1,16.99,16.99,26-01-2024,5000,2,0.75,9815,WINE GROUP INC             
